#fname,lanme,Position,Number,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,FaceShield,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck
Justin,Ellis,DT,78,Louisiana Tech,12/27/1990,Right,342,6' 2",Extra Large,Skin 6,Face 3,No,Revolution,Type 6,None,No,No,Team 1,Team 1,None,None,None,None,None,Style 3,Style 3,None,None
Keith,McGill,CB,39,Utah,3/9/1989,Right,214,6' 3",Normal,Skin 3,Face 2,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,Single Team,Single Team,High Black,High Black,None,Style 3,Style 3,None,None
Andre,Holmes,WR,18,None,6/16/1988,Right,210,6' 4",Normal,Skin 3,Face 1,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Brice,Butler,WR,12,San Diego State,1/29/1990,Right,210,6' 3",Normal,Skin 3,Face 3,No,Revolution,Type 5,None,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None
Tony,Bergstrom,G,70,Utah,8/8/1986,Right,310,6' 5",Large,Skin 1,Face 3,No,Standard,Type 15,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Benson,Mayowa,DE,95,Idaho,8/3/1991,Right,252,6' 3",Normal,Skin 4,Face 2,No,Standard,Type 7,None,No,No,Team 4,Team 4,None,None,None,None,None,Style 3,Style 3,None,None
Latavius,Murray,RB,28,Central Florida,1/18/1990,Right,225,6' 3",Normal,Skin 3,Face 1,No,Revolution,Type 3,None,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Brian,Leonhardt,TE,87,None,4/2/1990,Right,255,6' 5",Normal,Skin 1,Face 5,No,Revolution,Type 7,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Matt,McCants,T,73,Alabama-Birmingham,8/18/1989,Right,310,6' 6",Large,Skin 3,Face 6,No,Revolution,Type 6,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,None
T.J.,Carrie,CB,38,Ohio,7/28/1990,Right,204,6 '0",Skinny,Skin 3,Face 2,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None
Neiko,Thorpe,CB,31,Auburn,2/1/1990,Right,200,6' 1",Skinny,Skin 4,Face 5,No,Standard,Type 5,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Jonathan,Dowling,FS,41,Western Kentucky,12/8/1991,Right,190,6' 3",Skinny,Skin 4,Face 2,No,Standard,Type 5,Dark,No,No,Team 4,Team 4,Neoprene Large,Neoprene Large,None,None,None,Style 6,Style 6,None,None
Vincent,Brown,WR,19,San Diego State,1/25/1989,Right,190,5' 11",Normal,Skin 4,Face 5,No,Standard,Type 5,None,Yes,No,Team 3,Team 3,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 3,Style 3,None,None
Brandian,Ross,CB,29,Youngstown State,9/28/1989,Right,191,6' 1",Normal,Skin 4,Face 7,No,Standard,Type 5,None,No,No,Team 2,Team 2,Neoprene Large,Neoprene Large,None,None,None,Style 2,Style 2,None,None
Bojay,Filimoeatu,OLB,54,Utah State,12/6/1989,Right,250,6' 2",Large,Skin 2,Face 3,No,Revolution,Type 10,Clear,No,No,Type 3,Type 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None
Kenbrell,Thompkins,WR,85,Cincinnati,7/29/1988,Right,195,6' 1",Normal,Skin 4,Face 3,No,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None
Ray Ray,Armstrong,OLB,57,Miami (Fla.),3/5/1991,Left,234,6' 3",Normal,Skin 4,Face 11,Yes,Revolution,Type 5,Clear,No,Yes,Type 3,Type 3,Taped Large,Taped Large,None,None,None,Style 6,Style 6,None,Whit
Jamar,Chaney,ILB,51,Mississippi State,10/11/1986,Right,242,6 '0",Normal,Skin 3,Face 1,No,Standard,Type 7,None,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,None
Robert,Quinn,DE,94,North Carolina,5/18/1990,Right,264,6' 4",Large,Skin 3,Face 5,No,Standard,Type 6,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
James,Laurinaitis,ILB,55,Ohio State,12/3/1986,Right,248,6' 2",Normal,Skin 1,Face 15,No,Standard,Type 23,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Eugene,Sims,DE,97,West Texas A&M,3/18/1986,Right,269,6' 6",Normal,Skin 3,Face 9,No,Standard,Type 10,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Lance,Kendricks,TE,88,Wisconsin,1/30/1988,Right,250,6' 3",Normal,Skin 3,Face 3,No,Standard,Type 5,None,No,No,Team 2,Team 2,Single White,Single White,None,None,None,Style 6,Style 6,None,None
Jake,McQuaide,C,44,Ohio State,12/7/1987,Right,244,6' 2",Normal,Skin 1,Face 6,No,Standard,Type 7,None,No,No,None,None,None,None,None,None,None,Style 2,Style 2,None,None
Rodger,Saffold,G,76,Indiana,6/6/1988,Right,332,6' 5",Large,Skin 2,Face 14,No,Revolution,Type 23,None,Yes,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
William,Hayes,DE,95,None,5/2/1985,Right,278,6' 3",Large,Skin 4,Face 13,No,Revolution,Type 10,None,No,No,Team 1,Team 1,Double Team,Double Team,None,None,None,Style 3,Style 3,None,None
Kendall,Langford,DT,98,Hampton,1/27/1986,Right,313,6' 6",Large,Skin 5,Face 13,No,Standard,Type 6,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None
Chris,Givens,WR,13,Wake Forest,12/6/1989,Right,203,6 '0",Skinny,Skin 2,Face 4,No,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 1,Style 1,None,None
Brian,Quick,WR,83,Appalachian State,6/5/1989,Right,218,6' 3",Normal,Skin 5,Face 5,No,Revolution,Type 3,None,No,Yes,Team 2,Team 2,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 6,Style 6,None,Whit
Greg,Zuerlein,K,4,None,12/27/1987,Right,196,6 '0",Skinny,Skin 1,Face 2,No,Revolution,Type 2,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,None
Trumaine,Johnson,CB,22,Montana,1/1/1990,Right,208,6' 2",Normal,Skin 3,Face 6,No,Revolution,Type 5,None,No,No,Team 3,Team 3,Taped Small,Taped Small,High Black,High Black,None,Style 6,Style 6,None,None
Michael,Brockers,DT,90,Louisiana State,12/21/1990,Right,326,6' 5",Large,Skin 4,Face 2,No,Revolution,Type 22,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Janoris,Jenkins,CB,21,North Alabama,10/29/1988,Right,198,5' 10",Skinny,Skin 5,Face 5,Yes,Standard,Type 5,Clear,No,No,Team 1,Team 1,Elastic Large,Elastic Large,None,None,None,Style 3,Style 3,None,None
Austin,Pettis,WR,18,Boise State,2/8/1988,Right,203,6' 3",Normal,Skin 2,Face 4,No,Standard,Type 5,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Joe,Barksdale,T,72,Louisiana State,1/1/1988,Right,326,6' 5",Extra Large,Skin 4,Face 5,No,Standard,Type 6,None,Yes,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Whit
Rodney,McLeod Jr.,FS,23,Virginia,6/23/1990,Right,195,5' 10",Normal,Skin 3,Face 3,No,Standard,Type 5,None,No,No,Type 2,Type 2,Double Team,Double Team,None,None,None,Taped,Taped,None,None
John,Hekker,P,6,Oregon State,2/8/1990,Right,236,6' 5",Normal,Skin 1,Face 2,No,Standard,Type 1,None,No,No,None,None,None,None,None,None,Black,Style 1,Style 2,None,None
Jared,Cook,TE,89,South Carolina,4/7/1987,Right,254,6' 5",Normal,Skin 4,Face 15,No,Standard,Type 7,None,No,No,Type 1,Type 1,None,None,None,None,None,Style 6,Style 6,None,None
Tim,Barnes,C,61,Missouri,5/14/1988,Right,306,6' 4",Large,Skin 1,Face 3,No,Standard,Type 6,None,No,No,None,None,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Zac,Stacy,RB,30,Vanderbilt,4/9/1991,Right,224,5' 8",Normal,Skin 4,Face 6,No,Revolution,Type 5,Clear,No,No,Team 1,Team 1,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 3,Style 3,None,None
Tavon,Austin,WR,11,West Virginia,3/15/1991,Right,176,5' 8",Skinny,Skin 2,Face 2,No,Standard,Type 5,Clear,Yes,Yes,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None
Barrett,Jones,C,67,Alabama,5/25/1990,Right,308,6' 4",Normal,Skin 1,Face 6,No,Revolution,Type 10,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Alec,Ogletree,OLB,52,Georgia,9/25/1991,Right,245,6' 2",Normal,Skin 4,Face 3,No,Standard,Type 5,Clear,No,Yes,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,None
Brandon,McGee,CB,32,Miami (Fla.),12/11/1990,Right,193,5' 11",Normal,Skin 3,Face 3,Yes,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None
Benny,Cunningham,RB,36,Middle Tennessee St.,7/7/1990,Right,217,5' 10",Normal,Skin 3,Face 11,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,None
Cory,Harkey,FB,46,UCLA,6/17/1990,Right,259,6' 4",Normal,Skin 3,Face 5,No,Revolution,Type 7,None,No,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Daren,Bates,ILB,53,Auburn,11/27/1990,Right,225,5' 11",Normal,Skin 4,Face 15,No,Standard,Type 2,Clear,No,No,Team 3,Team 3,Taped Small,Taped Small,High White,High White,None,Style 3,Style 3,None,None
Jo-Lonn,Dunbar,OLB,58,Boston College,3/13/1985,Right,226,6 '0",Normal,Skin 4,Face 11,No,Revolution,Type 14,None,Yes,No,Team 4,Team 4,Double Black,Double Black,None,None,None,Style 3,Style 3,None,Whit
T.J.,McDonald Jr.,SS,25,USC,1/26/1991,Right,217,6' 2",Normal,Skin 2,Face 3,No,Standard,Type 5,None,No,No,Type 3,Type 3,Elastic Large,Elastic Large,None,None,None,Style 1,Style 1,None,None
Scott,Wells,C,63,Tennessee,1/7/1981,Right,302,6' 2",Extra Large,Skin 1,Face 2,No,Revolution,Type 23,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Jake,Long,T,77,Michigan,5/9/1985,Right,322,6' 7",Large,Skin 1,Face 15,No,Standard,Type 6,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Shaun,Hill,QB,14,Maryland,1/9/1980,Right,220,6' 3",Normal,Skin 17,Face 5,No,Standard,Type 2,None,No,No,None,None,None,Single Black,None,None,None,Style 6,Style 6,None,None
Austin,Davis,QB,9,Southern Mississippi,6/2/1989,Right,221,6' 2",Normal,Skin 1,Face 6,No,Standard,Type 2,None,No,No,None,None,Single White,Single White,None,None,None,Style 6,Style 6,None,None
Kenny,Britt,WR,81,Rutgers,9/19/1988,Right,223,6' 3",Normal,Skin 3,Face 3,No,Standard,Type 2,None,Yes,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Alex,Carrington,DT,92,Arkansas State,6/19/1987,Right,301,6' 5",Large,Skin 4,Face 5,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Greg,Robinson,G,79,Auburn,10/21/1992,Right,320,6' 5",Large,Skin 4,Face 10,No,Revolution,Type 20,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,Collar,None
Aaron,Donald,DT,99,Pittsburgh,5/23/1991,Right,288,6' 1",Large,Skin 3,Face 5,No,Standard,Type 7,None,No,Yes,Team 4,Team 4,Elastic Large,Elastic Large,None,None,None,Style 6,Style 6,None,None
Lamarcus,Joyner,FS,20,Florida State,11/27/1990,Right,190,5' 8",Skinny,Skin 3,Face 6,No,Standard,Type 2,None,No,No,Team 3,Team 3,None,None,None,None,None,Style 1,Style 1,None,None
Tre,Mason,RB,27,Auburn,8/6/1993,Right,205,5' 9",Normal,Skin 2,Face 4,Yes,Standard,Type 5,Clear,No,Yes,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Mo,Alexander,SS,31,Utah State,2/16/1991,Right,212,6' 2",Normal,Skin 5,Face 6,No,Standard,Type 5,Clear,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,Whit
E.J.,Gaines,CB,33,Missouri,2/23/1992,Right,195,5' 10",Normal,Skin 4,Face 1,No,Revolution,Type 3,Clear,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 1,Style 1,None,None
Davin,Joseph,G,69,Oklahoma,11/22/1983,Right,313,6' 3",Large,Skin 6,Face 2,Yes,Standard,Type 10,None,No,No,Type 2,Type 2,None,None,Neoprene,Neoprene,None,Style 4,Style 4,None,None
Mike,Person,T,73,Montana State,6/17/1988,Right,299,6' 4",Large,Skin 1,Face 13,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Cody,Davis,FS,38,Texas Tech,6/6/1989,Right,202,6' 2",Normal,Skin 1,Face 4,No,Standard,Type 2,Clear,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Case,Keenum,QB,17,Houston,2/17/1988,Right,205,6' 1",Normal,Skin 1,Face 6,No,Standard,Type 3,None,No,No,None,None,Single White,None,None,None,None,Style 3,Style 3,None,None
Trey,Watts,RB,42,Tulsa,2/13/1991,Right,208,5' 9",Normal,Skin 3,Face 7,No,Revolution,Type 5,Clear,No,Yes,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Chase,Reynolds,RB,34,Montana,10/22/1987,Right,200,6 '0",Normal,Skin 1,Face 7,No,Standard,Type 3,None,No,No,Team 3,Team 3,None,None,None,None,None,Style 2,Style 2,None,None
Alex,Bayer,TE,82,Bowling Green,11/8/1990,Right,258,6' 4",Normal,Skin 1,Face 4,No,Revolution,Type 7,None,Yes,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Ethan,Westbrooks,DE,93,West Texas A&M,11/15/1990,Right,267,6' 4",Large,Skin 3,Face 3,No,Standard,Type 7,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Marcus,Roberson,CB,47,Florida,10/4/1992,Left,191,6 '0",Skinny,Skin 3,Face 6,No,Standard,Type 5,None,No,Yes,Type 1,Type 1,Elastic Large,Elastic Large,None,None,None,Style 6,Style 6,None,None
Stedman,Bailey,WR,12,West Virginia,11/11/1990,Right,194,5' 10",Normal,Skin 3,Face 6,No,Standard,Type 5,Clear,Yes,Yes,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Will,Herring,OLB,54,Auburn,8/28/1983,Right,241,6' 3",Normal,Skin 1,Face 10,No,Revolution,Type 19,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Sam,Koch,P,4,Nebraska,8/13/1982,Right,218,6' 1",Normal,Skin 1,Face 5,No,Standard,Type 1,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,None
Marshal,Yanda,G,73,Iowa,9/15/1984,Right,305,6' 3",Large,Skin 1,Face 14,No,Revolution,Type 23,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Haloti,Ngata,DE,92,Oregon,1/21/1984,Right,340,6' 4",Extra Large,Skin 2,Face 3,No,Standard,Type 10,None,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Joe,Flacco,QB,5,Delaware,1/16/1985,Right,245,6' 6",Normal,Skin 1,Face 2,No,Standard,Type 3,None,No,No,None,None,None,Single White,None,None,None,Style 6,Style 6,None,None
Tyrod,Taylor,QB,2,Virginia Tech,8/3/1989,Right,215,6' 1",Normal,Skin 5,Face 5,No,Revolution,Type 3,None,No,No,None,None,Single White,Single White,None,None,None,Style 6,Style 6,None,None
Torrey,Smith,WR,82,Maryland,1/26/1989,Right,205,6 '0",Normal,Skin 4,Face 2,No,Standard,Type 2,None,No,No,Type 1,Type 1,None,None,None,None,None,Style 6,Style 6,None,None
Jimmy,Smith,CB,22,Colorado,7/26/1988,Right,200,6' 2",Normal,Skin 3,Face 1,No,Standard,Type 5,None,Yes,No,Type 2,Type 2,None,None,None,None,None,Style 6,Style 6,None,None
Chykie,Brown,CB,23,Texas,12/26/1986,Right,190,5' 11",Skinny,Skin 5,Face 3,No,Standard,Type 5,None,Yes,No,Type 1,Type 1,None,None,None,None,None,Style 6,Style 6,None,None
Pernell,McPhee,OLB,90,Mississippi State,12/17/1988,Right,280,6' 3",Large,Skin 6,Face 4,No,Standard,Type 6,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Morgan,Cox,C,46,Tennessee,4/26/1986,Right,241,6' 4",Normal,Skin 1,Face 7,No,Standard,Type 7,None,No,No,None,None,Single White,Single White,None,None,None,Style 3,Style 3,None,None
Jacoby,Jones,WR,12,None,7/11/1984,Right,215,6' 2",Skinny,Skin 4,Face 7,No,Revolution,Type 5,Clear,No,No,Team 3,Team 3,None,None,High White,High White,None,Style 3,Style 3,None,None
Bernard,Pierce,RB,30,Temple,5/10/1990,Right,218,6 '0",Normal,Skin 4,Face 5,No,Standard,Type 5,None,No,Yes,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Gino,Gradkowski,C,66,Delaware,11/5/1988,Right,300,6' 3",Large,Skin 1,Face 6,No,Standard,Type 7,None,No,Yes,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None
Courtney,Upshaw,OLB,91,Alabama,12/13/1989,Right,272,6' 2",Large,Skin 4,Face 7,No,Standard,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Albert,McClellan,ILB,50,Marshall,6/4/1986,Right,245,6' 2",Normal,Skin 4,Face 6,No,Standard,Type 7,None,Yes,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Justin,Tucker,K,9,Texas,11/21/1989,Right,180,6 '0",Skinny,Skin 1,Face 2,No,Revolution,Type 2,None,No,No,None,None,Single Black,Single Black,None,None,None,Style 1,Style 1,None,None
Terrell,Suggs,OLB,55,Arizona State,10/11/1982,Right,260,6' 3",Large,Skin 4,Face 9,No,Standard,Type 10,Dark,No,No,Type 2,Type 2,Double Black,Double Black,None,None,None,Style 6,Style 6,None,None
Jah,Reid,T,76,Central Florida,7/21/1988,Right,340,6' 7",Large,Skin 2,Face 3,No,Standard,Type 22,None,No,No,Type 3,Type 3,None,None,None,None,None,Style 6,Style 6,None,None
Chris,Canty,DE,99,Virginia,11/10/1982,Right,317,6' 7",Large,Skin 20,Face 12,No,Standard,Type 10,Dark,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Elvis,Dumervil,OLB,58,Louisville,1/19/1984,Right,260,5' 11",Normal,Skin 5,Face 13,No,Revolution,Type 6,None,No,No,Team 3,Team 3,Neoprene Large,Neoprene Large,None,None,None,Style 6,Style 6,None,None
Lardarius,Webb,CB,21,Nicholls State,10/12/1985,Right,182,5' 10",Skinny,Skin 5,Face 5,Yes,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 6,Style 6,None,None
Daryl,Smith,ILB,51,Georgia Tech,3/14/1982,Right,248,6' 2",Normal,Skin 3,Face 1,No,Standard,Type 6,None,No,No,Type 2,Type 2,Single Black,Single Black,None,None,None,Style 1,Style 1,None,None
Kyle,Juszczyk,FB,44,Harvard,4/23/1991,Right,245,6' 1",Normal,Skin 1,Face 4,No,Standard,Type 7,None,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 6,Style 6,None,None
Ricky,Wagner,T,71,Wisconsin,10/21/1989,Right,310,6' 6",Large,Skin 1,Face 2,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Taped,Taped,None,None
Brandon,Williams,DT,98,Missouri Southern St.,2/21/1989,Right,335,6' 1",Extra Large,Skin 3,Face 5,No,Revolution,Type 6,None,No,No,Type 3,Type 3,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 1,Style 1,None,None
Arthur,Brown,ILB,59,Kansas State,6/17/1990,Right,235,6 '0",Normal,Skin 3,Face 7,No,Revolution,Type 5,Clear,No,No,Team 3,Team 3,Single Team,Single Team,None,None,None,Style 3,Style 3,None,None
Matt,Elam,SS,26,Florida,9/21/1991,Right,210,5' 10",Normal,Skin 4,Face 6,No,Standard,Type 5,Clear,No,Yes,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
DeAngelo,Tyson,DE,93,Georgia,4/12/1989,Right,315,6' 2",Large,Skin 4,Face 11,No,Standard,Type 6,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 6,Style 6,None,None
Marlon,Brown,WR,14,Georgia,4/22/1991,Right,205,6' 4",Normal,Skin 4,Face 6,Yes,Standard,Type 2,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None
Eugene,Monroe,T,60,Virginia,4/18/1987,Right,306,6' 5",Large,Skin 4,Face 14,No,Revolution,Type 23,None,Yes,No,Type 1,Type 1,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 1,Style 1,None,None
Kelechi,Osemele,G,72,Iowa State,6/24/1989,Right,330,6' 5",Normal,Skin 5,Face 4,No,Standard,Type 23,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Steve,Smith Sr.,WR,89,Utah,5/12/1979,Right,185,5' 9",Normal,Skin 3,Face 15,No,Standard,Type 2,Clear,Yes,No,Team 3,Team 3,Single White,Single White,High White,High White,None,Style 6,Style 6,None,None
Owen,Daniels,TE,81,Wisconsin,11/9/1982,Right,249,6' 3",Normal,Skin 1,Face 10,No,Standard,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Jeremy,Zuttah,C,53,Rutgers,6/1/1986,Right,308,6' 4",Large,Skin 4,Face 2,No,Standard,Type 6,Clear,No,No,Type 2,Type 2,None,None,None,None,None,Style 6,Style 6,None,None
Darian,Stewart,FS,24,South Carolina,8/4/1988,Right,214,5' 11",Normal,Skin 4,Face 5,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,None,None,None,None,None,Style 6,Style 6,None,None
Anthony,Levine,SS,41,Tennessee State,3/27/1987,Right,203,5' 11",Normal,Skin 3,Face 14,No,Standard,Type 5,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
C.J.,Mosley,ILB,57,Alabama,6/19/1992,Right,232,6' 2",Normal,Skin 4,Face 3,No,Revolution,Type 19,Clear,No,No,Team 3,Team 3,Taped Large,Taped Large,None,None,None,Style 6,Style 6,None,None
Timmy,Jernigan,DE,97,Florida State,9/24/1992,Right,298,6' 2",Large,Skin 4,Face 6,No,Standard,Type 5,Clear,No,No,Type 3,Type 3,Neoprene Small,Neoprene Small,High White,High White,None,Taped,Taped,None,None
Terrence,Brooks,FS,31,Florida State,3/2/1991,Right,197,5' 11",Normal,Skin 4,Face 7,No,Revolution,Type 3,Clear,No,Yes,Team 3,Team 3,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,None
Crockett,Gillmore,TE,80,Colorado State,11/16/1991,Right,253,6' 6",Large,Skin 1,Face 4,No,Standard,Type 7,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 4,Style 4,None,None
John,Urschel,G,64,Penn State,6/24/1991,Right,317,6' 3",Large,Skin 3,Face 5,No,Standard,Type 10,None,No,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Lorenzo,Taliaferro,RB,34,None,12/23/1991,Right,230,6' 2",Normal,Skin 4,Face 6,No,Standard,Type 3,None,No,Yes,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Justin,Forsett,RB,29,California,10/14/1985,Right,197,5' 8",Normal,Skin 5,Face 4,No,Standard,Type 5,None,No,Yes,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Micheal,Campanaro,WR,15,Wake Forest,1/25/1991,Right,185,5' 9",Normal,Skin 2,Face 4,No,Standard,Type 3,None,Yes,Yes,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,Whit
Jeromy,Miles,FS,36,Massachusetts,7/20/1987,Right,211,6' 2",Normal,Skin 4,Face 5,No,Standard,Type 5,None,Yes,Yes,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
