#fname,lname,Position,JerseyNumber,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,Visor,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck,
DeAndre,Hopkins,WR,10,Clemson,6/6/1992,Right,218,"6' 1""",Normal,Skin 3,Face 1,Yes,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None,
Ryan,Griffin,TE,84,Connecticut,1/11/1990,Right,254,"6' 6""",Large,Skin 1,Face 10,No,Revolution,Type 3,None,No,No,Type 1,Type 1,None,None,None,None,None,Style 6,Style 6,None,None,
D.J.,Swearinger,SS,36,South Carolina,9/1/1991,Right,208,"5' 10""",Normal,Skin 4,Face 6,Yes,Standard,Type 5,Clear,Yes,Yes,Team 4,Team 4,Neoprene Small,Neoprene Small,High White,High White,None,Style 3,Style 3,None,None,
Randy,Bullock,K,4,Texas A&M,12/16/1989,Right,206,"5' 9""",Normal,Skin 1,Face 6,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,None,
Jeff,Tarpinian,ILB,52,Iowa,10/16/1987,Right,240,"6' 3""",Normal,Skin 1,Face 4,No,Standard,Type 7,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
Arian,Foster,RB,23,Tennessee,8/24/1986,Right,227,"6' 1""",Normal,Skin 3,Face 4,No,Standard,Type 5,None,No,Yes,Team 1,Team 1,Single White,Single White,None,None,None,Taped,Taped,None,None,
Garrett,Graham,TE,88,Wisconsin,8/4/1986,Right,243,"6' 3""",Normal,Skin 1,Face 5,No,Revolution,Type 3,None,No,No,Team 3,Team 3,Double Black,Double Black,None,None,None,Style 3,Style 3,None,None,
Brian,Cushing,ILB,56,USC,1/24/1987,Left,249,"6' 3""",Normal,Skin 1,Face 9,No,Standard,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Johnathan,Joseph,CB,24,South Carolina,4/16/1984,Right,188,"5' 11""",Normal,Skin 5,Face 3,No,Revolution,Type 5,None,Yes,No,Team 3,Team 3,None,None,None,None,None,Style 6,Style 6,None,None,
Ryan,Fitzpatrick,QB,14,Harvard,11/24/1982,Right,223,"6' 2""",Normal,Skin 1,Face 3,No,Standard,Type 2,None,No,No,None,None,Quarterback,Single White,None,None,None,Style 3,Style 3,None,None,
Jerrell,Powe,DT,95,Ole Miss,3/15/1987,Right,331,"6' 2""",Extra Large,Skin 4,Face 6,No,Standard,Type 6,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,
Elbert,Mack,CB,43,Troy State,7/14/1986,Right,175,"5' 10""",Skinny,Skin 4,Face 5,No,Standard,Type 5,None,Yes,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Kendrick,Lewis,FS,21,Ole Miss,6/16/1988,Right,198,"6 '0""",Normal,Skin 4,Face 6,Yes,Standard,Type 5,None,Yes,Yes,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
A.J.,Bouye,CB,34,Central Florida,8/16/1991,Right,191,"6 '0""",Skinny,Skin 3,Face 6,No,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None,
Jadeveon,Clowney,OLB,90,South Carolina,2/14/1993,Right,274,"6' 5""",Large,Skin 4,Face 14,Yes,Standard,Type 7,None,No,Yes,Team 3,Team 3,Double Black,Double Black,None,None,None,Style 3,Style 3,None,None,
Xavier,Su'a-Filo,G,71,UCLA,1/1/1991,Right,305,"6' 3""",Large,Skin 2,Face 5,No,Standard,Type 10,Clear,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
C.J.,Fiedorowicz,TE,87,Iowa,10/22/1991,Right,262,"6' 6""",Normal,Skin 1,Face 5,No,Standard,Type 7,None,No,No,Type 1,Type 1,Taped Small,Taped Small,High White,High White,None,Style 3,Style 3,None,None,
Tom,Savage,QB,3,Pittsburgh,4/26/1990,Right,230,"6' 5""",Normal,Skin 1,Face 5,No,Standard,Type 2,None,Yes,No,None,None,Quarterback,Single White,None,None,None,Style 6,Style 6,None,None,
Jeoffrey,Pagan,DE,97,Alabama,6/10/1993,Right,290,"6' 4""",Large,Skin 4,Face 4,No,Revolution,Type 7,None,No,No,Team 4,Team 4,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,None,
Alfred,Blue,RB,28,Louisiana State,4/27/1991,Right,222,"6' 2""",Normal,Skin 4,Face 7,No,Standard,Type 5,None,No,Yes,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Akeem,Dent,ILB,50,Georgia,9/27/1987,Right,239,"6' 1""",Normal,Skin 4,Face 12,No,Revolution,Type 23,None,Yes,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,
Jay,Prosch,FB,45,Auburn,8/21/1992,Right,256,"6' 1""",Large,Skin 1,Face 7,No,Revolution,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,White,
Tyson,Clabo,T,74,Wake Forest,10/17/1981,Right,315,"6' 6""",Extra Large,Skin 1,Face 15,No,Standard,Type 6,None,No,No,Type 1,Type 1,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 1,Style 1,None,None,
Mike,Mohamed,ILB,54,California,3/11/1988,Right,238,"6' 3""",Normal,Skin 1,Face 4,No,Standard,Type 7,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Ryan,Mallett,QB,15,Arkansas,6/5/1988,Right,245,"6' 6""",Normal,Skin 1,Face 5,No,Revolution,Type 3,None,No,No,None,None,Single White,Single White,None,None,None,Style 3,Style 3,None,None,
Damaris,Johnson,WR,13,Tulsa,11/22/1989,Right,175,"5' 8""",Skinny,Skin 2,Face 12,No,Standard,Type 5,None,Yes,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 2,Style 2,None,None,
Danieal,Manning,FS,38,Abilene Christian,8/9/1982,Right,212,"5' 11""",Normal,Skin 4,Face 3,No,Revolution,Type 19,None,No,No,Team 2,Team 2,Double Team,Double Team,None,None,None,Style 2,Style 2,None,None,
Jonathan,Grimes,RB,41,William & Mary,12/21/1989,Right,209,"5' 10""",Normal,Skin 3,Face 5,No,Revolution,Type 5,None,No,Yes,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 4,Style 4,None,None,
Jeff,Adams,T,70,Columbia,9/6/1989,Right,305,"6' 7""",Large,Skin 1,Face 6,No,Revolution,Type 10,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Justin,Tuggle,ILB,57,Kansas State,1/4/1990,Right,249,"6' 3""",Normal,Skin 3,Face 1,Yes,Revolution,Type 7,Clear,No,Yes,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Andre,Hal,CB,29,Vanderbilt,5/30/1992,Right,188,"5' 10""",Normal,Skin 4,Face 7,No,Standard,Type 5,None,No,Yes,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,
Darryl,Morris,CB,26,None,9/4/1990,Right,188,"5' 10""",Normal,Skin 3,Face 5,No,Revolution,Type 5,Clear,No,Yes,Type 3,Type 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,
Ryan,Pickett,DT,94,Ohio State,10/8/1979,Right,340,"6' 2""",Extra Large,Skin 19,Face 13,No,Standard,Type 6,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Jumal,Rolle,CB,20,None,5/28/1990,Right,188,"6 '0""",Skinny,Skin 3,Face 1,No,Revolution,Type 5,None,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Josh,Aubrey,CB,37,Stephen F. Austin,4/9/1991,Right,207,"5' 10""",Normal,Skin 2,Face 3,No,Standard,Type 5,None,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
John,Simon,OLB,51,Ohio State,10/14/1990,Right,252,"6' 1""",Normal,Skin 1,Face 12,No,Revolution,Type 14,None,Yes,No,Team 3,Team 3,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 1,Style 1,None,None,
Jason,McCourty,CB,30,Rutgers,8/13/1987,Right,193,"6 '0""",Skinny,Skin 5,Face 6,No,Standard,Type 5,None,No,No,Team 2,Team 2,Single Black,Single Black,None,None,None,Style 3,Style 3,None,None,
Michael,Griffin,FS,33,Texas,1/4/1985,Right,215,"6 '0""",Normal,Skin 3,Face 1,Yes,Standard,Type 5,Clear,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Craig,Stevens,TE,88,California,9/1/1984,Right,263,"6' 3""",Large,Skin 1,Face 10,No,Standard,Type 7,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Brett,Kern,P,6,Toledo,2/17/1986,Right,214,"6' 2""",Normal,Skin 1,Face 2,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,Team,Style 3,Style 6,None,None,
Nate,Washington,WR,85,None,8/28/1983,Right,183,"6' 1""",Skinny,Skin 4,Face 3,No,Standard,Type 3,None,Yes,No,Team 2,Team 2,Taped Small,Taped Small,High White,High White,None,Style 3,Style 3,None,None,
Derrick,Morgan,OLB,91,Georgia Tech,1/6/1989,Right,271,"6' 3""",Large,Skin 2,Face 4,No,Standard,Type 6,None,No,No,Team 1,Team 1,Single White,Single White,None,None,None,Style 3,Style 3,None,None,
Jurrell,Casey,DE,99,USC,12/5/1989,Right,305,"6' 1""",Large,Skin 3,Face 15,No,Standard,Type 7,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Akeem,Ayers,OLB,56,UCLA,7/10/1989,Right,253,"6' 2""",Normal,Skin 4,Face 13,No,Standard,Type 7,None,Yes,No,Team 1,Team 1,None,None,None,None,None,Style 3,Style 3,None,White,
Bryon,Stingily,T,68,Louisville,9/9/1988,Right,318,"6' 5""",Extra Large,Skin 4,Face 12,No,Standard,Type 6,None,No,No,Type 1,Type 1,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 6,Style 6,None,None,
Kamerion,Wimbley,OLB,95,Florida State,10/13/1983,Right,258,"6' 4""",Normal,Skin 3,Face 9,No,Standard,Type 6,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Taped,Taped,None,None,
Kendall,Wright,WR,13,Baylor,11/12/1989,Right,191,"5' 10""",Skinny,Skin 6,Face 7,No,Standard,Type 5,None,No,No,Team 3,Team 3,None,None,None,None,None,Style 3,Style 3,None,None,
Taylor,Thompson,TE,84,SMU,10/19/1989,Right,268,"6' 6""",Large,Skin 1,Face 4,No,Revolution,Type 7,None,Yes,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Beau,Brinkley,TE,48,Missouri,1/25/1990,Right,248,"6' 4""",Normal,Skin 1,Face 5,No,Standard,Type 3,None,No,No,None,None,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Shonn,Greene,RB,23,Iowa,8/21/1985,Right,233,"5' 11""",Normal,Skin 4,Face 1,No,Standard,Type 5,Clear,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,White,
Delanie,Walker,TE,82,Central Missouri State,8/12/1984,Right,248,"6 '0""",Normal,Skin 4,Face 5,No,Standard,Type 7,None,No,No,Team 3,Team 3,Single White,Single White,None,None,None,Style 3,Style 3,None,None,
Andy,Levitre,G,67,Oregon State,5/15/1986,Right,303,"6' 2""",Large,Skin 1,Face 2,No,Revolution,Type 23,None,Yes,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,
Chris,Spencer,C,60,Ole Miss,3/28/1982,Right,308,"6' 3""",Large,Skin 4,Face 4,No,Revolution,Type 26,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
George,Wilson,FS,21,Arkansas,3/14/1981,Right,210,"6 '0""",Normal,Skin 3,Face 7,No,Standard,Type 5,None,Yes,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Sammie Lee,Hill,DT,94,None,11/8/1986,Right,328,"6' 4""",Extra Large,Skin 3,Face 3,No,Revolution,Type 23,None,Yes,No,Type 3,Type 3,Taped Small,Taped Small,None,Elastic,None,Style 6,Style 6,None,None,
Justin,Hunter,WR,15,Tennessee,5/20/1991,Right,203,"6' 4""",Normal,Skin 4,Face 14,No,Standard,Type 5,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Brian,Schwenke,C,62,California,3/22/1991,Right,318,"6' 3""",Large,Skin 1,Face 10,No,Standard,Type 7,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
Chance,Warmack,G,70,Alabama,9/14/1991,Right,323,"6' 2""",Large,Skin 4,Face 2,No,Revolution,Type 10,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,
Zaviar,Gooden,ILB,50,Missouri,8/31/1990,Right,231,"6' 1""",Normal,Skin 3,Face 10,No,Standard,Type 3,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Blidi,Wreh-Wilson,CB,25,Connecticut,12/5/1989,Right,198,"6' 1""",Normal,Skin 2,Face 4,No,Standard,Type 5,Clear,Yes,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Ropati,Pitoitua,DE,92,Washington State,4/6/1985,Right,298,"6' 8""",Large,Skin 2,Face 3,No,Standard,Type 10,None,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,
Jackie,Battle,FB,44,Houston,10/1/1983,Right,240,"6' 2""",Normal,Skin 2,Face 4,No,Revolution,Type 5,None,No,No,Team 4,Team 4,None,None,None,None,None,Style 6,Style 6,None,None,
Jake,Locker,QB,10,Washington,6/15/1988,Right,223,"6' 3""",Normal,Skin 1,Face 6,No,Revolution,Type 2,None,No,No,None,None,Quarterback,None,None,None,None,Style 3,Style 3,None,None,
Coty,Sensabaugh,CB,24,Clemson,11/15/1988,Right,187,"5' 11""",Skinny,Skin 4,Face 11,No,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None,
Charlie,Whitehurst,QB,12,Clemson,8/6/1982,Right,226,"6' 5""",Normal,Skin 1,Face 6,No,Standard,Type 7,None,Yes,No,None,None,Single White,Single White,None,None,None,Style 3,Style 3,None,None,
Dexter,McCluster,RB,22,Ole Miss,8/25/1988,Right,170,"5' 8""",Normal,Skin 3,Face 6,Yes,Revolution,Type 3,None,Yes,Yes,Team 4,Team 4,None,None,None,None,None,Style 3,Style 3,None,White,
Michael,Oher,T,72,Ole Miss,5/28/1986,Right,315,"6' 4""",Large,Skin 4,Face 12,No,Revolution,Type 24,None,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Al,Woods,DT,96,Louisiana State,3/25/1987,Right,307,"6' 4""",Extra Large,Skin 3,Face 11,No,Standard,Type 6,None,No,No,Type 4,Type 4,Neoprene Small,Neoprene Small,None,None,None,Style 4,Style 4,None,None,
Shaun,Phillips,OLB,58,Purdue,5/13/1981,Right,255,"6' 3""",Normal,Skin 3,Face 9,No,Standard,Type 7,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Taped,Taped,None,None,
Wesley,Woodyard,ILB,59,Kentucky,7/21/1986,Right,233,"6 '0""",Normal,Skin 3,Face 11,No,Revolution,Type 19,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Taylor,Lewan,T,77,Michigan,7/21/1991,Right,315,"6' 7""",Large,Skin 1,Face 5,No,Standard,Type 23,None,No,No,Team 1,Team 1,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,None,
Bishop,Sankey,RB,20,Washington,9/15/1992,Right,203,"5' 10""",Normal,Skin 2,Face 6,No,Revolution,Type 3,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
DaQuan,Jones,DE,98,Penn State,12/17/1991,Right,323,"6' 4""",Large,Skin 3,Face 5,No,Standard,Type 16,Clear,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Taped,Taped,None,None,
Marqueston,Huff,CB,28,Wyoming,4/6/1992,Right,198,"5' 11""",Normal,Skin 4,Face 7,Yes,Standard,Type 3,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Zach,Mettenberger,QB,7,Louisiana State,7/16/1991,Right,235,"6' 5""",Normal,Skin 1,Face 7,No,Standard,Type 2,None,No,No,None,None,Quarterback,None,None,None,None,Style 3,Style 3,None,None,
Daimion,Stafford,SS,39,Nebraska,2/18/1991,Right,218,"6' 1""",Normal,Skin 3,Face 2,Yes,Standard,Type 2,Clear,No,No,Team 2,Team 2,None,None,None,None,None,Style 1,Style 1,None,None,
Karl,Klug,DE,97,Iowa,3/31/1988,Right,278,"6' 3""",Large,Skin 1,Face 4,No,Standard,Type 7,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,
Leon,Washington,RB,29,Florida State,8/29/1982,Right,192,"5' 8""",Normal,Skin 5,Face 4,No,Standard,Type 5,None,No,No,Team 1,Team 1,Single White,Single White,None,None,None,Style 3,Style 3,None,None,
Mike,Martin,DE,93,Michigan,9/1/1990,Right,298,"6' 1""",Large,Skin 2,Face 2,No,Standard,Type 23,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 4,Style 4,None,None,
Kris,Durham,WR,17,Georgia,3/17/1988,Right,216,"6' 6""",Normal,Skin 1,Face 4,No,Revolution,Type 3,None,No,Yes,Team 4,Team 4,None,None,None,None,None,Style 3,Style 3,None,None,
Quentin,Groves,OLB,53,Auburn,7/5/1984,Right,265,"6' 3""",Normal,Skin 4,Face 5,Yes,Revolution,Type 6,Clear,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Brandon,Harris,CB,32,"Miami, FL",1/24/1990,Right,189,"5' 10""",Normal,Skin 3,Face 3,No,Standard,Type 5,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Ryan,Succop,K,8,South Carolina,9/19/1986,Right,218,"6' 2""",Normal,Skin 1,Face 4,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 3,Style 3,None,None,
Derek,Hagan,WR,80,Arizona State,9/21/1984,Right,210,"6' 2""",Normal,Skin 4,Face 3,No,Standard,Type 3,None,No,Yes,Team 2,Team 2,Taped Small,Taped Small,None,None,White,Style 3,Style 3,None,None,
Avery,Williamson,ILB,54,Kentucky,3/9/1992,Right,246,"6' 1""",Normal,Skin 3,Face 3,No,Standard,Type 7,Clear,No,Yes,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,
James,Anderson,ILB,57,Virginia Tech,9/26/1983,Right,235,"6' 2""",Normal,Skin 4,Face 4,No,Revolution,Type 26,Clear,No,No,Type 1,Type 1,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,None,
Chase,Coffman,TE,86,Missouri,11/10/1986,Right,250,"6' 6""",Large,Skin 1,Face 5,No,Revolution,Type 12,None,Yes,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Brett,Brackett,TE,89,Penn State,12/13/1987,Right,246,"6' 5""",Large,Skin 1,Face 2,No,Standard,Type 7,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Brandon,Ghee,CB,38,Wake Forest,6/6/1987,Right,200,"6 '0""",Skinny,Skin 2,Face 6,No,Standard,Type 5,Clear,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Chad,Greenway,OLB,52,Iowa,1/12/1983,Right,242,"6' 2""",Normal,Skin 1,Face 5,No,Standard,Type 7,None,Yes,No,Team 2,Team 2,None,None,High Black,High Black,None,Style 6,Style 6,None,None,
John,Sullivan,C,65,Notre Dame,8/8/1985,Right,301,"6' 4""",Extra Large,Skin 1,Face 14,No,Revolution,Type 10,None,No,No,Team 1,Team 1,Double Team,Double Team,None,None,None,Style 6,Style 6,None,None,
Phil,Loadholt,T,71,Oklahoma,1/21/1986,Right,343,"6' 8""",Large,Skin 4,Face 9,Yes,Revolution,Type 23,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,White,
Brian,Robison,DE,96,Texas,4/27/1983,Right,259,"6' 3""",Normal,Skin 1,Face 4,No,Standard,Type 7,None,No,No,Team 2,Team 2,Double Team,Double Team,None,None,None,Style 6,Style 6,None,None,
Everson,Griffen,DE,97,USC,12/22/1987,Right,273,"6' 3""",Large,Skin 4,Face 12,No,Revolution,Type 7,None,Yes,No,Team 3,Team 3,Single Black,Single Black,None,None,None,Style 6,Style 6,None,None,
Christian,Ponder,QB,7,Florida State,2/25/1988,Right,229,"6' 2""",Normal,Skin 1,Face 2,No,Revolution,Type 3,None,No,No,None,None,Quarterback,None,None,None,None,Style 3,Style 3,None,None,
Charlie,Johnson,G,74,Oklahoma State,5/2/1984,Right,305,"6' 4""",Extra Large,Skin 2,Face 15,No,Revolution,Type 27,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Joe,Berger,C,61,None,5/25/1982,Right,305,"6' 5""",Extra Large,Skin 1,Face 13,No,Standard,Type 6,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
Cullen,Loeffler,C,46,Texas,1/27/1981,Right,241,"6' 5""",Normal,Skin 1,Face 7,No,Revolution,Type 10,None,No,No,None,None,None,None,None,None,None,Style 4,Style 4,None,None,
Jarius,Wright,WR,17,Arkansas,11/25/1989,Right,180,"5' 10""",Normal,Skin 5,Face 5,No,Standard,Type 2,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
Matt,Kalil,T,75,USC,7/6/1989,Right,308,"6' 7""",Large,Skin 1,Face 6,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 3,Style 3,None,None,
Robert,Blanton,SS,36,Notre Dame,9/7/1989,Right,200,"6' 1""",Normal,Skin 2,Face 3,No,Revolution,Type 5,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Blair,Walsh,K,3,Georgia,1/8/1990,Right,192,"5' 10""",Skinny,Skin 1,Face 2,No,Revolution,Type 2,None,No,No,None,None,None,Single White,None,None,None,Style 2,Style 2,None,None,
Matt,Asiata,RB,44,Utah,7/24/1987,Right,234,"6 '0""",Normal,Skin 2,Face 5,No,Standard,Type 3,None,No,No,Team 1,Team 1,Taped Small,Taped Small,High White,High White,None,Style 1,Style 1,None,None,
Rhett,Ellison,TE,85,USC,10/3/1988,Right,250,"6' 5""",Normal,Skin 1,Face 15,No,Standard,Type 7,None,Yes,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Greg,Jennings,WR,15,Western Michigan,9/21/1983,Right,195,"6 '0""",Normal,Skin 5,Face 7,No,Standard,Type 2,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Cordarrelle,Patterson,WR,84,Tennessee,3/17/1991,Right,220,"6' 2""",Normal,Skin 4,Face 4,Yes,Standard,Type 3,None,No,Yes,Team 3,Team 3,Double Black,Double Black,None,None,None,Style 2,Style 2,None,None,
Sharrif,Floyd,DT,73,Florida,5/28/1991,Right,305,"6' 3""",Large,Skin 4,Face 2,No,Standard,Type 6,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Gerald,Hodges,OLB,50,Penn State,1/17/1991,Right,243,"6' 1""",Normal,Skin 4,Face 14,No,Revolution,Type 7,Clear,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Xavier,Rhodes,CB,29,Florida State,6/19/1990,Right,210,"6' 1""",Skinny,Skin 4,Face 1,No,Standard,Type 5,None,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Jeff,Locke,P,18,UCLA,9/27/1989,Left,203,"6 '0""",Normal,Skin 1,Face 14,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 1,Style 1,None,None,
Marcus,Sherels,CB,35,Minnesota,9/30/1987,Right,175,"5' 10""",Skinny,Skin 2,Face 4,No,Standard,Type 5,None,No,No,Team 3,Team 3,Single White,Single White,None,None,None,Style 3,Style 3,None,None,
Andrew,Sendejo,FS,34,Rice,9/9/1987,Right,200,"6' 1""",Normal,Skin 1,Face 4,No,Revolution,Type 3,None,Yes,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,
Jerome,Felton,FB,42,Furman,7/3/1986,Right,248,"6 '0""",Large,Skin 2,Face 4,No,Revolution,Type 7,None,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Harrison,Smith,FS,22,Notre Dame,2/2/1989,Right,214,"6' 2""",Normal,Skin 1,Face 6,No,Standard,Type 5,None,Yes,No,Type 2,Type 2,Neoprene Large,Neoprene Large,None,None,None,Style 6,Style 6,None,None,
